id,customer_id,store_id,order_date,total_amount,status
39,416,2,2026-04-25 02:50:31.102256+00:00,866.2,processing
40,483,10,2026-05-26 05:51:31.102256+00:00,3853.34,pending
41,510,10,2026-06-06 22:45:31.102256+00:00,189.49,shipped
42,412,6,2025-11-09 02:09:31.102256+00:00,7047.48,delivered
43,714,6,2026-05-26 12:42:31.102256+00:00,7705.9,processing
44,499,2,2025-12-16 00:56:31.102256+00:00,3239.0,pending
45,812,8,2026-05-04 03:01:31.102256+00:00,1839.99,delivered
46,709,1,2026-05-12 20:13:31.102256+00:00,1749.66,delivered
47,371,9,2026-03-15 22:13:31.102256+00:00,3048.99,shipped
48,181,3,2025-11-03 10:21:31.102256+00:00,357.95,delivered
49,912,8,2026-05-10 06:01:31.102256+00:00,1739.42,pending
50,766,6,2026-03-01 12:40:31.102256+00:00,454.09,processing
51,226,2,2025-10-12 12:55:31.102256+00:00,3523.52,delivered
52,648,6,2026-05-27 02:40:31.102256+00:00,2195.4,cancelled
53,477,8,2026-05-05 21:58:31.102256+00:00,2766.02,shipped
54,878,9,2025-10-25 23:26:31.102256+00:00,5760.01,delivered
55,482,9,2026-04-11 00:50:31.102256+00:00,6444.44,pending
56,750,7,2026-03-08 01:08:31.102256+00:00,1573.31,delivered
57,166,8,2026-06-12 04:33:31.102256+00:00,11052.21,delivered
58,643,2,2026-01-19 00:57:31.102256+00:00,12227.22,shipped
59,955,1,2026-06-03 15:05:31.102256+00:00,4601.37,processing
60,553,2,2026-05-27 15:37:31.102256+00:00,9581.8,processing
61,65,6,2026-01-28 17:49:31.102256+00:00,197.58,shipped
62,820,2,2026-05-03 06:29:31.102256+00:00,1672.69,processing
63,427,9,2025-06-15 01:34:31.102256+00:00,5328.49,delivered
64,344,7,2025-12-01 09:11:31.102256+00:00,2641.84,delivered
65,267,4,2025-12-09 20:02:31.102256+00:00,7056.96,delivered
66,325,10,2026-05-23 22:50:31.102256+00:00,1232.62,pending
67,382,8,2026-02-02 14:43:31.102256+00:00,149.49,shipped
68,951,6,2025-07-28 21:23:31.102256+00:00,17357.69,delivered
69,922,1,2026-01-24 02:22:31.102256+00:00,1478.78,confirmed
70,598,9,2026-06-07 05:40:31.102256+00:00,6425.19,pending
71,438,6,2026-04-14 02:58:31.102256+00:00,147.89,shipped
72,746,8,2025-10-08 23:39:31.102256+00:00,1432.08,delivered
73,89,3,2026-04-10 07:14:31.102256+00:00,2371.65,processing
74,937,5,2026-06-02 12:12:31.102256+00:00,1456.46,confirmed
75,847,5,2026-03-10 00:00:31.102256+00:00,1799.47,delivered
76,128,5,2025-06-14 05:22:31.102256+00:00,368.21,delivered
77,596,8,2026-06-05 02:29:31.102256+00:00,7963.97,processing
78,168,1,2025-10-04 21:30:31.102256+00:00,729.77,delivered
79,784,2,2026-03-19 05:41:31.102256+00:00,1785.56,delivered
80,702,6,2026-01-26 16:35:31.102256+00:00,1803.79,confirmed
81,224,3,2026-04-25 20:46:31.102256+00:00,7164.25,shipped
82,18,8,2026-05-30 20:53:31.102256+00:00,6184.6,confirmed
83,878,3,2025-11-23 18:44:31.102256+00:00,10272.72,delivered
84,442,1,2026-06-11 10:04:31.102256+00:00,2202.0,pending
85,68,5,2026-05-29 17:50:31.102256+00:00,896.94,processing
86,357,6,2025-12-31 17:15:31.102256+00:00,333.43,processing
87,197,5,2026-06-12 19:07:31.102256+00:00,6899.24,pending
88,855,6,2026-04-05 22:41:31.102256+00:00,630.53,cancelled
89,370,5,2026-03-17 10:04:31.102256+00:00,88.98,delivered
90,704,8,2026-04-01 02:33:31.102256+00:00,3870.46,processing
91,691,8,2026-01-28 20:52:31.102256+00:00,1262.93,delivered
92,914,3,2025-06-14 01:53:31.102256+00:00,7802.25,delivered
93,497,9,2026-03-28 06:27:31.102256+00:00,6363.13,shipped
94,392,10,2026-03-24 01:41:31.102256+00:00,292.48,delivered
95,505,8,2026-02-04 09:03:31.102256+00:00,4079.34,processing
96,461,6,2025-10-02 22:28:31.102256+00:00,5056.51,delivered
97,320,7,2026-05-23 12:44:31.102256+00:00,4650.23,confirmed
98,576,3,2026-03-12 10:22:31.102256+00:00,2622.97,shipped
99,47,3,2026-04-29 01:15:31.102256+00:00,245.29,delivered
100,360,1,2026-04-24 14:26:31.102256+00:00,132.49,delivered
101,346,3,2026-01-25 16:45:31.102256+00:00,5493.66,pending
102,325,7,2026-01-22 07:51:31.102256+00:00,493.07,delivered
103,171,10,2025-11-25 04:31:31.102256+00:00,5953.77,delivered
104,345,5,2025-11-02 22:15:31.102256+00:00,6706.2,delivered
105,782,9,2026-02-16 11:10:31.102256+00:00,1908.98,processing
106,761,8,2026-03-23 04:00:31.102256+00:00,2472.05,shipped
107,702,5,2026-05-25 21:05:31.102256+00:00,4794.57,shipped
108,704,10,2026-05-04 20:36:31.102256+00:00,1160.99,processing
109,574,7,2025-11-15 11:21:31.102256+00:00,2504.64,delivered
110,617,5,2026-06-07 23:32:31.102256+00:00,8634.89,delivered
111,954,9,2026-03-17 07:03:31.102256+00:00,7970.44,shipped
112,419,5,2026-05-21 17:24:31.102256+00:00,119.42,delivered
113,700,4,2026-04-29 12:22:31.102256+00:00,4292.57,cancelled
114,260,9,2026-01-24 04:37:31.102256+00:00,5011.2,shipped
115,93,4,2026-04-15 17:33:31.102256+00:00,2634.27,shipped
116,433,2,2026-01-04 15:07:31.102256+00:00,4826.72,delivered
117,455,3,2026-02-10 20:12:31.102256+00:00,2748.99,pending
118,993,3,2026-05-24 09:07:31.102256+00:00,3477.55,shipped
119,377,3,2026-05-05 23:26:31.102256+00:00,1976.07,shipped
120,92,8,2026-02-20 17:54:31.102256+00:00,2228.38,processing
121,792,8,2026-06-12 09:25:31.102256+00:00,1097.33,shipped
122,442,4,2025-12-31 13:44:31.102256+00:00,4315.72,delivered
123,408,4,2026-03-30 15:08:31.102256+00:00,3944.28,delivered
124,613,1,2026-02-22 04:01:31.102256+00:00,1806.3,pending
125,174,9,2026-06-08 20:36:31.102256+00:00,240.44,confirmed
126,893,5,2026-04-29 21:21:31.102256+00:00,4663.14,delivered
127,194,3,2026-02-12 11:49:31.102256+00:00,811.25,confirmed
128,453,6,2026-04-06 10:50:31.102256+00:00,989.11,cancelled
129,855,3,2026-05-17 16:41:31.102256+00:00,1444.51,shipped
130,292,2,2026-06-02 15:51:31.102256+00:00,267.41,confirmed
131,979,5,2026-02-04 11:12:31.102256+00:00,813.67,delivered
132,929,10,2026-04-02 02:06:31.102256+00:00,3897.58,confirmed
133,214,3,2026-04-14 00:58:31.102256+00:00,828.05,shipped
134,702,10,2026-01-05 15:55:31.102256+00:00,3040.89,confirmed
135,191,7,2026-04-09 14:13:31.102256+00:00,1292.95,delivered
136,159,8,2026-05-14 04:07:31.102256+00:00,913.63,processing
137,303,10,2025-11-04 09:25:31.102256+00:00,86.43,shipped
138,738,10,2026-04-11 11:10:31.102256+00:00,1643.94,delivered
139,86,7,2025-12-10 13:50:31.102256+00:00,4643.87,delivered
140,990,3,2026-04-03 17:31:31.102256+00:00,1409.79,processing
141,405,2,2026-04-07 01:52:31.102256+00:00,1015.75,pending
142,692,7,2026-04-21 04:08:31.102256+00:00,799.99,delivered
143,28,4,2026-06-12 18:58:31.102256+00:00,63.64,confirmed
144,309,8,2025-12-08 19:47:31.102256+00:00,931.95,delivered
145,249,4,2026-06-11 11:15:31.102256+00:00,7908.11,confirmed
146,526,10,2026-06-09 13:21:31.102256+00:00,5189.91,shipped
147,22,3,2026-04-23 03:25:31.102256+00:00,165.29,shipped
148,944,10,2026-02-27 04:31:31.102256+00:00,2822.54,delivered
149,213,5,2025-12-05 20:13:31.102256+00:00,1470.99,delivered
150,426,8,2026-02-22 22:02:31.102256+00:00,6534.95,shipped
151,179,9,2026-05-08 04:42:31.102256+00:00,916.95,pending
152,349,6,2026-03-06 10:36:31.102256+00:00,5267.17,delivered
153,774,2,2026-04-05 10:59:31.102256+00:00,6879.68,cancelled
154,300,8,2025-08-27 20:06:31.102256+00:00,1238.46,delivered
155,788,1,2026-05-17 12:03:31.102256+00:00,6870.94,pending
156,941,7,2026-05-13 12:26:31.102256+00:00,2075.07,delivered
157,657,3,2025-12-25 03:53:31.102256+00:00,1248.71,delivered
158,412,9,2025-10-06 16:26:31.102256+00:00,2035.34,delivered
159,808,10,2026-05-17 08:13:31.102256+00:00,1096.24,processing
160,554,5,2026-01-12 21:19:31.102256+00:00,438.34,processing
161,853,5,2026-03-12 17:37:31.102256+00:00,3748.29,delivered
162,732,9,2025-12-31 07:16:31.102256+00:00,208.79,delivered
163,732,7,2026-01-14 04:44:31.102256+00:00,88.98,shipped
164,151,7,2025-12-15 11:46:31.102256+00:00,31.99,delivered
165,694,9,2026-05-15 23:29:31.102256+00:00,2785.23,confirmed
166,997,7,2026-01-24 10:06:31.102256+00:00,4621.9,delivered
167,542,2,2025-06-14 08:57:31.102256+00:00,6958.5,delivered
168,379,10,2025-10-27 22:45:31.102256+00:00,1486.98,delivered
169,50,5,2026-05-26 07:26:31.102256+00:00,3617.85,delivered
170,46,7,2026-03-10 22:57:31.102256+00:00,2378.46,shipped
171,652,8,2026-05-27 21:20:31.102256+00:00,3194.36,shipped
172,454,5,2026-03-12 03:56:31.102256+00:00,6294.86,delivered
173,194,8,2026-06-07 07:19:31.102256+00:00,4404.0,processing
174,850,10,2026-06-11 19:37:31.102256+00:00,1618.19,confirmed
175,173,5,2026-05-30 22:18:31.102256+00:00,966.02,pending
176,985,6,2026-01-29 00:13:31.102256+00:00,1394.45,processing
177,243,8,2026-05-17 06:15:31.102256+00:00,1298.39,processing
178,936,1,2026-06-10 05:38:31.102256+00:00,8799.19,confirmed
179,569,8,2026-05-11 11:54:31.102256+00:00,3463.34,pending
180,861,9,2025-11-04 19:15:31.102256+00:00,280.98,delivered
181,144,9,2026-04-14 21:59:31.102256+00:00,13618.89,cancelled
182,983,10,2026-04-28 19:23:31.102256+00:00,4316.06,shipped
183,80,9,2026-06-03 05:11:31.102256+00:00,3102.43,pending
184,10,4,2026-03-31 19:24:31.102256+00:00,1739.94,delivered
185,288,8,2026-03-24 14:50:31.102256+00:00,8778.44,delivered
186,689,10,2026-05-19 02:16:31.102256+00:00,6932.85,processing
187,536,5,2025-07-23 17:56:31.102256+00:00,7938.24,delivered
188,962,6,2025-07-05 23:58:31.102256+00:00,3695.36,delivered
189,232,7,2025-10-03 01:05:31.102256+00:00,2614.19,delivered
190,982,6,2026-05-10 10:37:31.102256+00:00,1806.98,delivered
191,802,3,2026-04-18 03:48:31.102256+00:00,9780.31,confirmed
192,11,8,2025-10-17 04:13:31.102256+00:00,2148.17,delivered
193,70,10,2026-05-31 06:07:31.102256+00:00,302.57,shipped
194,636,8,2026-04-22 10:06:31.102256+00:00,71.99,processing
195,367,5,2026-04-06 05:04:31.102256+00:00,2691.02,delivered
196,149,1,2026-03-18 04:09:31.102256+00:00,1993.52,processing
197,873,10,2026-03-30 03:31:31.102256+00:00,2334.86,delivered
198,229,4,2026-03-24 01:12:31.102256+00:00,5367.72,shipped
199,211,7,2026-04-26 02:28:31.102256+00:00,10237.37,processing
200,868,9,2026-05-08 20:31:31.102256+00:00,706.22,processing
201,389,2,2026-06-11 04:44:31.102256+00:00,378.86,confirmed
202,639,7,2026-02-04 09:01:31.102256+00:00,59.96,delivered
203,712,6,2026-05-19 08:28:31.102256+00:00,4008.47,confirmed
204,254,1,2026-05-03 21:32:31.102256+00:00,2478.57,delivered
205,84,8,2025-09-26 19:06:31.102256+00:00,1728.15,delivered
206,733,8,2026-04-18 03:22:31.102256+00:00,728.36,shipped
207,224,5,2026-04-02 18:27:31.102256+00:00,755.21,shipped
208,236,10,2026-05-03 09:30:31.102256+00:00,3609.97,pending
209,453,4,2026-05-07 01:41:31.102256+00:00,638.1,shipped
210,805,5,2026-03-19 05:47:31.102256+00:00,1300.5,delivered
211,257,5,2026-04-26 04:31:31.102256+00:00,8840.8,delivered
212,843,6,2026-06-12 16:34:31.102256+00:00,653.49,shipped
213,408,4,2025-12-24 20:57:31.102256+00:00,704.97,processing
214,965,7,2025-11-01 12:03:31.102256+00:00,620.73,delivered
215,364,6,2026-06-12 03:59:31.102256+00:00,1883.84,pending
216,143,3,2026-03-05 23:53:31.102256+00:00,1944.08,cancelled
217,107,9,2025-09-16 23:42:31.102256+00:00,1321.17,delivered
218,932,7,2026-06-12 14:57:31.102256+00:00,11056.07,confirmed
219,702,8,2026-02-27 09:07:31.102256+00:00,13.49,shipped
220,337,10,2026-02-22 18:19:31.102256+00:00,3152.43,delivered
221,305,7,2026-01-20 03:02:31.102256+00:00,4323.31,delivered
222,904,9,2026-05-12 20:35:31.102256+00:00,12086.58,shipped
223,259,4,2026-04-27 11:42:31.102256+00:00,3001.02,shipped
224,11,5,2025-10-24 13:50:31.102256+00:00,11106.81,delivered
225,103,3,2026-05-23 01:14:31.102256+00:00,1204.62,confirmed
226,36,9,2026-04-21 19:07:31.102256+00:00,2998.69,processing
227,387,4,2026-02-25 00:03:31.102256+00:00,2516.4,delivered
228,226,2,2026-05-19 04:48:31.102256+00:00,1138.16,shipped
229,332,3,2026-05-13 22:30:31.102256+00:00,2641.14,pending
230,614,8,2026-05-15 16:03:31.102256+00:00,3911.67,cancelled
231,615,6,2026-03-04 17:46:31.102256+00:00,7082.81,cancelled
232,19,10,2026-02-02 23:31:31.102256+00:00,6345.02,delivered
233,243,7,2026-06-11 22:33:31.102256+00:00,1252.44,shipped
234,899,6,2025-06-14 11:05:31.102256+00:00,1358.05,delivered
235,751,6,2025-12-29 17:58:31.102256+00:00,3887.4,shipped
236,737,4,2026-05-10 04:08:31.102256+00:00,4257.95,delivered
237,961,4,2026-05-19 05:43:31.102256+00:00,2776.95,pending
238,743,8,2026-05-12 23:25:31.102256+00:00,3150.14,shipped
239,387,3,2026-03-27 14:27:31.102256+00:00,3050.7,shipped
240,86,5,2025-12-23 11:58:31.102256+00:00,1448.49,delivered
241,576,10,2026-05-01 16:28:31.102256+00:00,879.05,shipped
242,415,7,2026-01-07 14:21:31.102256+00:00,5212.45,delivered
243,727,8,2025-12-28 14:20:31.102256+00:00,115.94,delivered
244,724,1,2025-08-12 14:12:31.102256+00:00,2883.65,delivered
245,729,7,2026-05-30 23:11:31.102256+00:00,1724.89,confirmed
246,991,9,2026-05-10 16:20:31.102256+00:00,1441.64,delivered
247,147,5,2026-02-12 14:00:31.102256+00:00,8897.2,delivered
248,972,2,2026-05-18 20:20:31.102256+00:00,2817.8,confirmed
249,387,2,2026-05-23 16:47:31.102256+00:00,503.27,confirmed
250,597,1,2025-12-29 01:10:31.102256+00:00,3277.39,confirmed
251,440,6,2026-03-29 15:14:31.102256+00:00,6545.75,shipped
252,617,2,2026-04-13 21:51:31.102256+00:00,2746.47,delivered
253,891,8,2026-04-02 04:10:31.102256+00:00,9612.84,shipped
254,497,7,2026-01-29 18:14:31.102256+00:00,13985.08,delivered
255,147,9,2026-05-03 19:07:31.102256+00:00,3433.69,delivered
256,494,9,2026-05-22 11:45:31.102256+00:00,699.2,pending
257,165,6,2026-05-31 03:51:31.102256+00:00,6743.95,delivered
258,893,4,2026-03-24 03:31:31.102256+00:00,6066.66,delivered
259,239,4,2025-06-14 12:01:31.102256+00:00,396.1,delivered
260,587,6,2025-07-16 02:45:31.102256+00:00,1070.98,delivered
261,790,6,2026-04-16 12:32:31.102256+00:00,3708.19,delivered
262,821,1,2026-05-26 03:58:31.102256+00:00,960.04,processing
263,990,7,2026-05-15 16:07:31.102256+00:00,9819.46,pending
264,869,3,2026-05-02 03:54:31.102256+00:00,1988.35,cancelled
265,714,4,2026-03-15 16:34:31.102256+00:00,507.25,delivered
266,671,3,2025-07-21 16:23:31.102256+00:00,14802.81,delivered
267,877,10,2026-02-07 14:06:31.102256+00:00,1648.66,confirmed
268,528,6,2026-05-22 00:45:31.102256+00:00,8570.32,processing
269,282,8,2026-03-31 05:28:31.102256+00:00,125.39,shipped
270,601,10,2025-08-31 18:51:31.102256+00:00,436.67,cancelled
271,129,2,2026-01-19 16:16:31.102256+00:00,5084.51,shipped
272,599,9,2026-03-25 08:59:31.102256+00:00,2549.27,delivered
273,132,10,2025-12-02 22:50:31.102256+00:00,1362.14,delivered
274,306,6,2026-06-03 22:20:31.102256+00:00,116.0,cancelled
275,802,5,2026-06-08 08:55:31.102256+00:00,9913.38,processing
276,102,1,2026-03-13 19:08:31.102256+00:00,927.96,processing
277,606,6,2026-05-27 08:39:31.102256+00:00,2461.79,confirmed
278,549,4,2026-04-08 03:43:31.102256+00:00,4871.77,confirmed
279,27,10,2026-05-25 12:28:31.102256+00:00,16.15,pending
280,372,6,2026-06-05 05:47:31.102256+00:00,1596.0,shipped
281,975,2,2026-04-18 18:28:31.102256+00:00,480.0,delivered
282,542,6,2025-11-19 10:46:31.102256+00:00,3277.94,delivered
283,607,3,2026-02-25 13:22:31.102256+00:00,3929.88,shipped
284,624,7,2026-01-17 18:09:31.102256+00:00,1738.36,delivered
285,965,4,2026-05-06 12:19:31.102256+00:00,10442.38,shipped
286,896,1,2026-03-09 10:01:31.102256+00:00,2004.62,cancelled
287,416,1,2025-09-24 03:45:31.102256+00:00,8542.42,delivered
288,988,3,2026-02-21 06:24:31.102256+00:00,2812.01,delivered
289,553,2,2025-08-23 17:59:31.102256+00:00,536.04,delivered
290,846,1,2025-07-31 05:20:31.102256+00:00,1506.71,delivered
291,542,9,2026-04-07 19:47:31.102256+00:00,336.55,delivered
292,914,3,2026-04-18 14:25:31.102256+00:00,182.0,shipped
293,6,6,2026-05-26 02:25:31.102256+00:00,2461.07,delivered
294,122,7,2026-03-27 04:35:31.102256+00:00,922.12,shipped
295,846,7,2026-01-09 01:59:31.102256+00:00,2152.93,confirmed
296,157,9,2025-12-24 18:13:31.102256+00:00,1414.23,processing
297,486,2,2026-05-10 12:40:31.102256+00:00,1748.49,delivered
298,197,3,2026-05-28 00:35:31.102256+00:00,2157.51,confirmed
299,53,5,2026-06-06 12:11:31.102256+00:00,6416.93,pending
300,330,4,2026-06-13 04:05:31.102256+00:00,259.99,confirmed
301,312,2,2025-06-23 14:31:31.102256+00:00,1478.97,delivered
302,798,10,2026-04-21 14:05:31.102256+00:00,1046.49,shipped
303,601,4,2026-01-02 22:50:31.102256+00:00,670.11,processing
304,158,1,2025-12-24 08:06:31.102256+00:00,900.84,confirmed
305,645,2,2026-04-23 14:24:31.102256+00:00,1051.43,delivered
306,281,3,2025-12-08 20:14:31.102256+00:00,7914.07,delivered
307,164,10,2026-05-06 20:52:31.102256+00:00,11513.83,processing
308,230,1,2026-05-07 22:42:31.102256+00:00,1655.99,shipped
309,810,1,2025-08-03 16:57:31.102256+00:00,1882.95,delivered
310,996,6,2026-02-08 05:14:31.102256+00:00,4478.59,shipped
311,740,7,2026-03-13 07:46:31.102256+00:00,3701.18,delivered
312,276,4,2025-11-22 18:32:31.102256+00:00,704.05,delivered
313,185,5,2026-05-19 10:06:31.102256+00:00,789.31,pending
314,437,4,2026-05-20 21:48:31.102256+00:00,3214.82,confirmed
315,45,3,2025-11-15 04:53:31.102256+00:00,56.96,delivered
316,109,9,2025-12-08 01:02:31.102256+00:00,5271.47,delivered
317,159,4,2026-05-23 15:22:31.102256+00:00,3515.35,pending
318,233,7,2026-06-13 18:51:31.102256+00:00,8973.6,confirmed
319,113,4,2025-09-08 10:42:31.102256+00:00,4723.68,delivered
320,294,6,2026-01-25 06:00:31.102256+00:00,73.08,delivered
321,79,1,2025-11-26 03:01:31.102256+00:00,8839.62,delivered
322,507,7,2025-12-20 14:32:31.102256+00:00,6332.87,shipped
323,711,4,2026-04-09 07:03:31.102256+00:00,794.69,delivered
324,944,2,2026-04-20 10:44:31.102256+00:00,1839.85,confirmed
325,216,4,2026-03-09 12:37:31.102256+00:00,2723.98,confirmed
326,381,1,2026-01-06 03:25:31.102256+00:00,2259.47,delivered
327,784,3,2025-11-12 12:43:31.102256+00:00,2232.98,delivered
328,801,1,2026-04-11 15:24:31.102256+00:00,324.8,shipped
329,406,7,2026-05-22 20:52:31.102256+00:00,7730.99,processing
330,634,1,2026-05-28 19:27:31.102256+00:00,1933.25,pending
331,489,6,2026-06-04 03:23:31.102256+00:00,1241.49,processing
332,798,6,2026-05-31 14:14:31.102256+00:00,324.49,pending
333,565,4,2026-06-12 16:40:31.102256+00:00,100.69,processing
334,50,6,2026-06-08 10:50:31.102256+00:00,1206.68,pending
335,691,2,2026-01-09 21:08:31.102256+00:00,2703.52,shipped
336,238,4,2025-09-27 23:07:31.102256+00:00,8359.4,delivered
337,298,6,2026-04-03 21:31:31.102256+00:00,2803.65,delivered
338,97,8,2026-03-10 23:21:31.102256+00:00,16741.55,shipped
339,373,5,2025-06-14 10:50:31.102256+00:00,3119.06,delivered
340,59,4,2026-01-27 06:11:31.102256+00:00,633.3,delivered
341,96,6,2026-05-14 11:10:31.102256+00:00,672.43,confirmed
342,351,10,2026-04-13 23:32:31.102256+00:00,5077.12,shipped
343,959,6,2025-06-14 13:49:31.102256+00:00,6407.25,delivered
344,266,3,2026-03-16 03:55:31.102256+00:00,602.65,delivered
345,965,7,2026-05-02 19:30:31.102256+00:00,2079.61,shipped
346,916,10,2025-11-18 08:02:31.102256+00:00,6326.75,delivered
347,152,8,2026-05-25 10:53:31.102256+00:00,1712.98,delivered
348,878,3,2026-01-11 10:59:31.102256+00:00,2268.63,delivered
349,591,1,2026-04-23 19:09:31.102256+00:00,177.54,shipped
350,361,6,2025-06-14 12:26:31.102256+00:00,1481.45,delivered
351,447,7,2026-03-09 20:18:31.102256+00:00,8189.11,shipped
352,632,7,2026-05-31 05:51:31.102256+00:00,4661.44,pending
353,391,2,2026-05-14 11:17:31.102256+00:00,3449.7,pending
354,8,6,2026-01-18 02:27:31.102256+00:00,6450.81,delivered
355,931,7,2026-01-31 00:55:31.102256+00:00,1076.84,pending
356,344,3,2025-11-20 06:32:31.102256+00:00,1687.54,delivered
357,728,3,2026-05-24 18:46:31.102256+00:00,1045.26,processing
358,789,10,2026-06-11 01:12:31.102256+00:00,2729.22,pending
359,920,4,2026-04-21 18:11:31.102256+00:00,3116.31,shipped
360,24,10,2026-05-06 21:12:31.102256+00:00,4190.0,delivered
361,80,8,2026-05-05 20:47:31.102256+00:00,8228.55,delivered
362,306,1,2026-04-03 20:41:31.102256+00:00,1855.95,delivered
363,949,2,2026-05-24 02:36:31.102256+00:00,2688.28,pending
364,921,4,2026-05-15 14:45:31.102256+00:00,336.57,pending
365,977,2,2026-05-07 10:40:31.102256+00:00,1627.87,shipped
366,704,5,2026-05-19 20:40:31.102256+00:00,3272.97,cancelled
367,444,8,2025-12-06 02:21:31.102256+00:00,2161.44,delivered
368,260,10,2026-04-04 00:20:31.102256+00:00,4995.24,shipped
369,673,6,2026-04-21 23:39:31.102256+00:00,5769.67,shipped
370,218,9,2026-06-05 16:14:31.102256+00:00,835.6,pending
371,446,6,2026-02-09 04:04:31.102256+00:00,3854.97,delivered
372,128,8,2025-06-14 12:45:31.102256+00:00,392.18,delivered
373,135,7,2025-06-14 11:34:31.102256+00:00,1274.87,shipped
374,325,6,2026-04-10 16:35:31.102256+00:00,2950.96,shipped
375,383,10,2025-10-30 21:59:31.102256+00:00,116.99,delivered
376,447,4,2026-04-28 03:06:31.102256+00:00,1914.3,processing
377,705,1,2026-03-14 00:53:31.102256+00:00,5781.43,shipped
378,123,3,2025-08-07 07:23:31.102256+00:00,703.77,delivered
379,126,9,2026-04-11 11:10:31.102256+00:00,6057.42,shipped
380,85,6,2026-05-08 16:07:31.102256+00:00,7669.87,delivered
381,605,9,2026-05-31 19:00:31.102256+00:00,441.15,processing
382,999,8,2026-05-28 14:28:31.102256+00:00,1196.9,delivered
383,151,8,2025-10-12 05:46:31.102256+00:00,5756.75,delivered
384,218,3,2026-03-10 14:25:31.102256+00:00,2296.95,shipped
385,194,7,2025-08-02 19:34:31.102256+00:00,386.98,delivered
386,982,2,2026-01-27 05:37:31.102256+00:00,589.98,processing
387,904,10,2026-03-14 17:38:31.102256+00:00,1172.77,delivered
388,653,5,2026-05-22 19:30:31.102256+00:00,838.84,shipped
389,313,4,2026-01-20 10:05:31.102256+00:00,2082.9,processing
390,696,1,2026-05-08 23:42:31.102256+00:00,4619.22,delivered
391,503,6,2025-11-30 15:24:31.102256+00:00,107.99,cancelled
392,342,9,2025-11-14 16:07:31.102256+00:00,8859.5,delivered
393,759,7,2026-03-23 18:16:31.102256+00:00,1643.24,shipped
394,272,6,2025-06-14 09:41:31.102256+00:00,5580.05,delivered
395,444,8,2026-04-24 06:45:31.102256+00:00,2351.09,delivered
396,311,8,2026-02-16 04:42:31.102256+00:00,924.87,shipped
397,142,6,2025-11-11 00:36:31.102256+00:00,7198.41,delivered
398,225,1,2026-02-28 23:34:31.102256+00:00,8094.93,shipped
399,319,3,2026-05-08 16:14:31.102256+00:00,2625.88,delivered
400,559,3,2026-05-02 05:23:31.102256+00:00,3116.53,shipped
401,981,7,2026-06-10 08:51:31.102256+00:00,12.99,pending
402,557,10,2026-03-19 21:13:31.102256+00:00,1587.0,delivered
