id,order_id,product_id,quantity,unit_price,discount
82,29,113,1,469.99,0
83,29,372,4,967.49,5
84,30,193,4,1129.95,5
85,30,337,5,1220.95,10
86,30,392,2,71.99,0
87,31,342,1,1449.95,10
88,31,395,1,199.0,0
89,31,166,1,495.99,15
90,32,313,1,1860.95,5
91,32,202,1,1161.99,5
92,32,92,1,1370.99,0
93,32,331,1,357.95,0
94,32,252,1,1887.49,5
95,33,20,2,19.0,0
96,34,245,3,638.0,10
97,34,224,3,1445.99,5
98,34,207,1,1430.99,15
99,35,350,1,82.95,5
100,35,156,5,142.99,0
101,36,104,1,17.95,0
102,37,184,4,1180.95,0
103,37,250,1,107.99,0
104,37,44,1,1778.99,15
105,38,495,3,240.49,15
106,38,428,1,395.0,0
107,39,268,2,108.49,10
108,39,235,1,567.49,5
109,39,482,4,32.95,0
110,40,67,2,495.99,15
111,40,8,3,100.99,0
112,40,89,2,1503.99,10
113,41,412,1,189.49,0
114,42,280,3,1995.99,10
115,42,71,3,190.99,5
116,42,165,1,1113.99,0
117,43,474,1,800.49,0
118,43,298,3,2422.95,5
119,44,46,3,1136.49,5
120,45,328,1,1839.99,0
121,46,314,2,81.49,10
122,46,487,1,466.49,0
123,46,46,1,1136.49,0
124,47,321,1,1947.99,0
125,47,338,1,1101.0,0
126,48,331,1,357.95,0
127,49,474,1,800.49,0
128,49,276,2,330.99,0
129,49,91,1,276.95,0
130,50,117,1,477.99,5
131,51,456,1,742.99,15
132,51,224,2,1445.99,0
133,52,66,1,2310.95,5
134,53,113,2,469.99,10
135,53,454,2,182.49,5
136,53,152,1,1850.95,15
137,54,303,1,241.49,0
138,54,243,4,47.0,0
139,54,429,1,302.49,0
140,54,237,4,14.49,15
141,54,143,4,1382.99,10
142,55,246,3,2127.95,10
143,55,415,2,349.49,0
144,56,152,1,1850.95,15
145,57,13,2,144.99,0
146,57,500,3,2642.49,0
147,57,233,4,745.99,5
148,58,272,1,507.49,0
149,58,17,4,1768.99,5
150,58,152,3,1850.95,10
151,59,187,1,682.99,0
152,59,455,1,67.99,0
153,59,27,2,470.99,5
154,59,57,2,1641.95,10
155,60,386,5,184.0,0
156,60,298,3,2422.95,0
157,60,447,1,1392.95,0
158,61,270,1,160.0,5
159,61,425,2,23.99,5
160,62,45,1,1364.95,15
161,62,42,1,340.99,0
162,62,201,1,128.49,0
163,62,460,1,43.0,0
164,63,216,3,1768.0,0
165,63,228,1,24.49,0
166,64,403,2,1000.99,5
167,64,168,3,44.49,0
168,64,249,1,606.49,0
169,65,395,1,199.0,15
170,65,433,2,1587.0,0
171,65,25,2,1306.99,0
172,65,76,1,244.49,5
173,65,181,4,240.99,10
174,66,95,1,1297.49,5
175,67,155,1,149.49,0
176,68,280,3,1995.99,0
177,68,500,1,2642.49,15
178,68,260,5,1798.99,5
179,68,170,1,50.99,5
180,68,332,4,132.49,0
181,69,158,1,1481.99,10
182,69,13,1,144.99,0
183,70,143,3,1382.99,5
184,70,101,5,99.99,15
185,70,12,1,1493.49,0
186,70,43,2,131.99,5
187,70,276,1,330.99,5
188,71,177,1,173.99,15
189,72,227,1,781.49,5
190,72,148,4,181.49,5
191,73,445,5,94.99,0
192,73,269,5,421.49,10
193,74,364,3,438.99,0
194,74,291,1,139.49,0
195,75,287,2,670.99,0
196,75,379,1,457.49,0
197,76,353,1,63.95,0
198,76,331,1,357.95,15
199,77,322,2,849.49,0
200,77,352,2,724.49,5
201,77,244,3,1104.99,0
202,77,499,1,1573.49,0
203,78,467,1,76.99,0
204,78,490,2,383.99,15
205,79,166,4,495.99,10
206,80,422,1,1882.95,5
207,80,74,1,14.99,0
208,81,408,2,2834.99,15
209,81,460,3,43.0,5
210,81,287,3,670.99,10
211,81,315,1,482.99,15
212,82,72,4,933.99,5
213,82,419,3,96.99,0
214,82,227,3,781.49,0
215,83,108,5,1756.95,0
216,83,67,3,495.99,0
217,84,338,2,1101.0,0
218,85,401,2,156.95,5
219,85,64,1,474.99,5
220,85,472,1,147.49,0
221,86,374,1,269.49,5
222,86,314,1,81.49,5
223,87,3,1,2990.49,0
224,87,499,2,1573.49,5
225,87,372,1,967.49,5
226,88,264,1,169.49,10
227,88,117,1,477.99,0
228,89,168,2,44.49,0
229,90,438,1,168.49,0
230,90,220,3,1233.99,0
231,91,268,2,108.49,0
232,91,338,1,1101.0,5
233,92,174,1,254.0,10
234,92,103,3,153.49,0
235,92,305,3,990.49,5
236,92,433,1,1587.0,10
237,92,207,2,1430.99,0
238,93,56,2,51.95,0
239,93,63,4,1376.49,0
240,93,129,3,278.99,10
241,94,319,2,162.49,10
242,95,252,2,1887.49,10
243,95,259,2,139.49,0
244,95,134,3,157.99,15
245,96,19,1,294.99,5
246,96,17,3,1768.99,10
247,97,346,2,2447.49,5
248,98,254,5,508.99,5
249,98,303,1,241.49,15
250,99,380,1,166.99,10
251,99,299,1,95.0,0
252,100,332,1,132.49,0
253,101,236,4,160.49,5
254,101,337,4,1220.95,0
255,102,51,2,98.99,5
256,102,414,1,304.99,0
257,103,104,3,17.95,10
258,103,255,2,111.95,0
259,103,326,1,1046.99,15
260,103,434,1,70.99,0
261,103,499,3,1573.49,0
262,104,244,3,1104.99,5
263,104,219,1,1965.99,10
264,104,108,1,1756.95,5
265,104,178,1,118.49,0
266,105,361,2,954.49,0
267,106,415,3,349.49,0
268,106,315,2,482.99,5
269,106,437,2,252.95,0
270,107,441,4,1092.0,5
271,107,426,3,214.99,0
272,108,77,1,1160.99,0
273,109,104,1,17.95,10
274,109,82,1,177.49,5
275,109,140,2,79.95,0
276,109,70,3,799.99,10
277,110,209,2,1882.95,0
278,110,460,4,43.0,5
279,110,187,1,682.99,0
280,110,344,3,1577.49,15
281,111,122,3,99.0,0
282,111,308,2,1246.49,0
283,111,63,3,1376.49,0
284,111,396,1,1050.99,0
285,112,274,1,140.49,15
286,113,480,3,140.0,10
287,113,75,1,1306.95,15
288,113,186,2,513.99,10
289,113,244,2,1104.99,15
290,114,359,3,915.49,0
291,114,186,4,513.99,10
292,114,463,1,487.49,15
293,115,83,1,268.99,10
294,115,469,2,815.95,10
295,115,225,1,91.0,0
296,115,324,3,277.49,0
297,116,260,1,1798.99,5
298,116,34,2,1341.95,0
299,116,181,2,240.99,10
300,117,157,1,2748.99,0
301,118,406,2,49.49,10
302,118,481,1,731.49,0
303,118,164,2,1328.49,0
304,119,428,2,395.0,0
305,119,453,1,1248.49,5
306,120,87,2,544.49,5
307,120,26,1,1284.99,15
308,120,206,1,106.95,5
309,121,115,1,293.95,15
310,121,366,3,282.49,0
311,122,145,1,1071.49,10
312,122,373,1,1448.49,15
313,122,347,1,126.99,0
314,122,97,1,795.99,5
315,122,215,2,618.49,0
316,123,377,1,237.95,5
317,123,306,1,1085.0,15
318,123,132,2,1397.99,0
319,124,196,5,351.95,5
320,124,155,1,149.49,10
321,125,240,1,189.95,5
322,125,68,1,59.99,0
323,126,145,3,1071.49,15
324,126,463,2,487.49,0
325,126,449,1,225.99,5
326,126,135,2,354.49,15
327,126,314,2,81.49,15
328,127,241,1,853.95,5
329,128,235,1,567.49,5
330,128,253,1,449.99,0
331,129,289,1,129.99,15
332,129,457,1,228.49,10
333,129,340,1,1083.99,15
334,129,300,1,206.99,0
335,130,488,3,60.49,0
336,130,55,1,95.49,10
337,131,497,1,856.49,5
338,132,411,3,396.99,5
339,132,330,2,656.99,5
340,132,145,1,1071.49,0
341,132,166,1,495.99,10
342,133,332,5,132.49,0
343,133,386,1,184.0,10
344,134,427,1,129.0,0
345,134,189,1,325.99,0
346,134,263,2,1292.95,0
347,135,263,1,1292.95,0
348,136,43,1,131.99,15
349,136,149,2,319.99,0
350,136,240,1,189.95,15
351,137,24,2,45.49,5
352,138,300,3,206.99,0
353,138,42,3,340.99,0
354,139,301,3,1719.95,10
355,140,310,1,1483.99,5
356,141,236,4,160.49,15
357,141,355,2,161.95,0
358,141,208,2,85.99,15
359,142,70,1,799.99,0
360,143,124,1,66.99,5
361,144,60,4,199.99,5
362,144,86,1,171.99,0
363,145,201,1,128.49,10
364,145,27,1,470.99,0
365,145,171,2,1273.95,5
366,145,5,3,1921.95,15
367,146,464,3,824.99,5
368,146,419,1,96.99,0
369,146,445,1,94.99,10
370,146,250,1,107.99,0
371,146,119,2,1498.95,15
372,147,177,1,173.99,5
373,148,240,1,189.95,5
374,148,68,5,59.99,10
375,148,453,2,1248.49,5
376,149,248,1,1470.99,0
377,150,25,5,1306.99,0
378,151,221,1,916.95,0
379,152,286,1,282.99,5
380,152,137,2,2368.99,5
381,152,459,3,195.0,15
382,153,313,4,1860.95,10
383,153,401,1,156.95,0
384,153,440,2,12.95,10
385,154,446,1,941.49,0
386,154,51,3,98.99,0
387,155,175,1,1575.99,0
388,155,147,3,1608.0,0
389,155,259,2,139.49,0
390,155,88,3,63.99,0
391,156,265,1,266.49,0
392,156,407,1,1090.99,10
393,156,350,4,82.95,0
394,156,186,1,513.99,15
395,156,484,1,58.0,0
396,157,324,5,277.49,10
397,158,161,1,1025.49,0
398,158,466,2,286.99,15
399,158,177,3,173.99,0
400,159,455,2,67.99,10
401,159,416,4,164.99,0
402,159,401,2,156.95,0
403,160,160,1,91.95,5
404,160,267,1,389.99,10
405,161,57,1,1641.95,5
406,161,375,1,113.99,10
407,161,31,4,350.49,0
408,161,431,2,278.95,0
409,161,191,1,125.99,0
410,162,154,1,231.99,10
411,163,168,2,44.49,0
412,164,32,1,31.99,0
413,165,399,4,671.0,5
414,165,203,2,138.49,15
415,166,66,2,2310.95,0
416,167,17,1,1768.99,5
417,167,383,4,1319.49,0
418,168,61,1,1360.99,0
419,168,191,1,125.99,0
420,169,420,3,1205.95,0
421,170,232,1,1932.99,0
422,170,461,3,164.99,10
423,171,77,1,1160.99,10
424,171,444,2,350.49,0
425,171,373,1,1448.49,0
426,172,363,3,1713.49,5
427,172,13,2,144.99,0
428,172,293,2,413.95,0
429,172,323,2,154.49,5
430,173,338,4,1101.0,0
431,174,311,1,259.99,10
432,174,165,1,1113.99,0
433,174,206,1,106.95,10
434,174,302,1,173.95,0
435,175,46,1,1136.49,15
436,176,153,1,965.99,0
437,176,200,1,131.49,0
438,176,51,3,98.99,0
439,177,487,1,466.49,0
440,177,59,2,415.95,0
441,178,346,2,2447.49,0
442,178,52,2,63.49,0
443,178,127,3,1000.49,5
444,178,391,3,259.95,0
445,178,285,2,72.99,0
446,179,493,2,1361.99,0
447,179,425,1,23.99,15
448,179,318,1,174.99,0
449,179,149,2,319.99,15
450,180,274,2,140.49,0
451,181,108,3,1756.95,10
452,181,313,4,1860.95,5
453,181,259,5,139.49,5
454,181,491,1,1200.99,5
455,182,69,2,233.95,0
456,182,331,1,357.95,0
457,182,473,2,907.49,5
458,182,2,2,882.99,0
459,183,344,1,1577.49,10
460,183,228,3,24.49,0
461,183,345,1,732.49,10
462,183,64,2,474.99,0
463,184,349,1,127.99,0
464,184,472,2,147.49,0
465,184,364,3,438.99,0
466,185,108,5,1756.95,5
467,185,4,1,232.95,0
468,185,101,2,99.99,0
469,186,66,3,2310.95,0
470,187,497,2,856.49,0
471,187,355,2,161.95,0
472,187,348,4,1552.99,5
473,188,141,2,959.95,5
474,188,63,1,1376.49,5
475,188,349,1,127.99,15
476,188,266,2,15.0,0
477,188,239,1,425.0,0
478,189,101,1,99.99,5
479,189,85,1,1051.49,0
480,189,169,1,1262.99,10
481,189,160,4,91.95,10
482,190,267,1,389.99,5
483,190,407,1,1090.99,0
484,190,122,1,99.0,0
485,190,484,5,58.0,15
486,191,29,1,151.99,0
487,191,155,1,149.49,0
488,191,313,3,1860.95,0
489,191,321,2,1947.99,0
490,192,451,1,1834.95,15
491,192,318,3,174.99,0
492,192,52,1,63.49,0
493,193,294,1,318.49,5
494,194,23,1,71.99,0
495,195,75,2,1306.95,5
496,195,76,1,244.49,15
497,196,287,1,670.99,15
498,196,440,2,12.95,0
499,196,28,1,1023.0,0
500,196,217,2,196.99,5
501,197,154,1,231.99,0
502,197,215,4,618.49,15
503,198,247,3,2104.99,15
504,199,186,2,513.99,0
505,199,6,1,265.99,5
506,199,38,4,659.49,0
507,199,184,5,1180.95,0
508,199,16,1,413.99,0
509,200,91,3,276.95,15
510,201,234,1,420.95,10
511,202,74,4,14.99,0
512,203,326,4,1046.99,10
513,203,126,2,132.95,10
514,204,65,4,728.99,15
515,205,86,3,171.99,5
516,205,261,2,492.0,0
517,205,199,2,126.99,0
518,206,327,3,208.99,5
519,206,472,1,147.49,10
520,207,81,3,163.99,0
521,207,479,1,292.49,10
522,208,173,2,821.99,0
523,208,219,1,1965.99,0
524,209,462,1,709.0,10
525,210,37,1,1368.95,5
526,211,433,3,1587.0,15
527,211,141,5,959.95,10
528,211,98,3,185.95,15
529,212,208,2,85.99,5
530,212,421,2,257.95,5
531,213,243,2,47.0,5
532,213,120,2,193.99,10
533,213,265,1,266.49,0
534,214,286,1,282.99,5
535,214,16,1,413.99,15
536,215,386,3,184.0,5
537,215,207,1,1430.99,5
538,216,291,2,139.49,10
539,216,323,5,154.49,0
540,216,410,1,147.0,5
541,216,309,1,273.0,0
542,216,468,2,253.95,0
543,217,309,1,273.0,15
544,217,251,1,374.99,0
545,217,14,1,497.0,5
546,217,96,2,120.99,0
547,218,67,1,495.99,15
548,218,275,4,1533.99,0
549,218,215,1,618.49,0
550,218,245,3,638.0,0
551,218,381,2,1156.49,15
552,219,74,1,14.99,10
553,220,295,3,933.49,0
554,220,21,4,87.99,0
555,221,90,4,96.99,5
556,221,213,2,406.95,15
557,221,128,1,2207.99,5
558,221,92,1,1370.99,15
559,222,358,1,1492.95,0
560,222,372,5,967.49,5
561,222,370,5,1071.99,0
562,222,462,1,709.0,10
563,223,38,2,659.49,5
564,223,328,1,1839.99,5
565,224,168,2,44.49,0
566,224,344,2,1577.49,0
567,224,384,5,1247.49,0
568,224,238,3,602.0,10
569,225,201,1,128.49,10
570,225,87,2,544.49,0
571,226,429,2,302.49,5
572,226,326,2,1046.99,0
573,226,416,2,164.99,0
574,227,123,1,1748.95,0
575,227,103,5,153.49,0
576,228,86,2,171.99,10
577,228,371,1,314.99,5
578,228,23,2,71.99,15
579,228,213,1,406.95,0
580,229,7,2,901.95,0
581,229,200,3,131.49,5
582,229,109,1,462.49,0
583,230,275,3,1533.99,15
584,231,348,3,1552.99,0
585,231,474,1,800.49,10
586,231,498,2,1002.0,15
587,232,262,3,289.49,5
588,232,328,3,1839.99,0
589,233,31,2,350.49,0
590,233,71,1,190.99,5
591,233,192,1,389.49,5
592,234,403,1,1000.99,10
593,234,390,1,507.95,10
594,235,28,4,1023.0,5
595,236,165,1,1113.99,0
596,236,94,4,785.99,0
597,237,282,3,1089.0,15
598,238,126,2,132.95,0
599,238,218,2,1549.99,15
600,238,91,1,276.95,10
601,239,313,1,1860.95,0
602,239,377,5,237.95,0
603,240,373,1,1448.49,0
604,241,367,1,129.99,15
605,241,241,1,853.95,10
606,242,192,5,389.49,0
607,242,197,4,106.99,15
608,242,251,1,374.99,15
609,242,158,1,1481.99,10
610,242,329,5,277.49,10
611,243,30,1,64.99,0
612,243,334,1,50.95,0
613,244,134,4,157.99,0
614,244,310,1,1483.99,5
615,244,234,2,420.95,0
616,245,462,2,709.0,0
617,245,42,1,340.99,10
618,246,158,1,1481.99,10
619,246,376,3,35.95,0
620,247,204,3,1149.0,0
621,247,358,1,1492.95,5
622,247,158,2,1481.99,5
623,247,4,3,232.95,0
624,247,87,1,544.49,5
625,248,96,1,120.99,10
626,248,103,1,153.49,15
627,248,31,1,350.49,5
628,248,384,2,1247.49,10
629,249,300,2,206.99,5
630,249,121,1,109.99,0
631,250,4,2,232.95,15
632,250,193,3,1129.95,15
633,251,162,1,54.99,0
634,251,419,2,96.99,15
635,251,123,4,1748.95,10
636,251,482,1,32.95,10
637,252,359,3,915.49,0
638,253,2,4,882.99,0
639,253,327,2,208.99,10
640,253,491,5,1200.99,5
641,254,179,4,1662.49,15
642,254,220,5,1233.99,10
643,254,481,4,731.49,5
644,255,367,1,129.99,10
645,255,259,1,139.49,5
646,255,17,2,1768.99,10
647,256,386,4,184.0,5
648,257,113,2,469.99,15
649,257,369,2,332.95,5
650,257,132,4,1397.99,5
651,258,308,1,1246.49,15
652,258,34,3,1341.95,5
653,258,330,2,656.99,10
654,259,58,1,416.95,5
655,260,195,3,190.0,0
656,260,296,2,250.49,0
657,261,65,1,728.99,0
658,261,267,2,389.99,0
659,261,340,1,1083.99,15
660,261,309,3,273.0,0
661,261,303,2,241.49,5
662,262,353,1,63.95,10
663,262,64,2,474.99,5
664,263,79,3,1036.95,15
665,263,424,1,32.49,5
666,263,367,4,129.99,10
667,263,108,4,1756.95,5
668,264,173,2,821.99,15
669,264,217,3,196.99,0
670,265,50,1,296.99,10
671,265,68,4,59.99,0
672,266,248,4,1470.99,0
673,266,150,3,2972.95,0
674,267,440,5,12.95,0
675,267,76,3,244.49,15
676,267,193,1,1129.95,15
677,268,322,1,849.49,0
678,268,370,1,1071.99,5
679,268,207,1,1430.99,5
680,268,126,3,132.95,15
681,268,18,2,2501.99,0
682,269,43,1,131.99,5
683,270,356,1,95.49,5
684,270,382,1,407.0,15
685,271,442,1,1994.99,10
686,271,408,1,2834.99,5
687,271,276,2,330.99,10
688,272,64,5,474.99,10
689,272,386,1,184.0,5
690,272,107,1,249.49,5
691,273,288,1,1513.49,10
692,274,484,2,58.0,0
693,275,296,2,250.49,5
694,275,252,5,1887.49,0
695,276,154,4,231.99,0
696,277,217,1,196.99,0
697,277,39,4,293.95,0
698,277,282,1,1089.0,0
699,278,325,1,635.99,0
700,278,357,2,1955.49,10
701,278,331,2,357.95,0
702,279,273,1,17.0,5
703,280,409,1,1596.0,0
704,281,270,3,160.0,0
705,282,283,4,492.99,0
706,282,139,4,162.99,0
707,282,312,1,193.49,5
708,282,51,5,98.99,5
709,283,366,1,282.49,0
710,283,80,3,177.99,0
711,283,337,3,1220.95,15
712,284,182,3,609.95,5
713,285,486,1,109.99,0
714,285,157,1,2748.99,5
715,285,209,4,1882.95,0
716,285,395,1,199.0,5
717,286,261,3,492.0,0
718,286,478,2,310.95,15
719,287,382,3,407.0,5
720,287,4,1,232.95,5
721,287,366,5,282.49,10
722,287,218,4,1549.99,5
723,288,269,1,421.49,10
724,288,463,2,487.49,15
725,288,116,1,1506.95,0
726,288,90,1,96.99,0
727,289,136,1,404.99,5
728,289,110,1,178.0,15
729,290,435,1,402.99,0
730,290,250,1,107.99,0
731,290,30,1,64.99,5
732,290,183,1,933.99,0
733,291,468,1,253.95,10
734,291,250,1,107.99,0
735,292,225,2,91.0,0
736,293,57,1,1641.95,0
737,293,98,3,185.95,15
738,293,146,1,344.95,0
739,294,350,1,82.95,10
740,294,366,3,282.49,0
741,295,406,2,49.49,10
742,295,11,1,775.0,5
743,295,65,1,728.99,15
744,295,80,3,177.99,0
745,295,177,1,173.99,0
746,296,59,4,415.95,15
747,297,93,5,32.95,5
748,297,97,2,795.99,0
749,298,47,1,146.0,5
750,298,443,3,606.99,15
751,298,27,1,470.99,0
752,299,483,3,18.99,0
753,299,180,4,1589.99,0
754,300,311,1,259.99,0
755,301,283,3,492.99,0
756,302,333,1,258.49,0
757,302,142,4,197.0,0
758,303,51,4,98.99,5
759,303,39,1,293.95,0
760,304,365,4,131.49,10
761,304,130,3,149.99,5
762,305,215,2,618.49,15
763,306,32,3,31.99,0
764,306,407,2,1090.99,10
765,306,498,5,1002.0,0
766,306,356,3,95.49,0
767,306,98,3,185.95,0
768,307,451,2,1834.95,5
769,307,476,3,1080.49,0
770,307,405,4,1196.49,0
771,308,328,1,1839.99,10
772,309,422,1,1882.95,0
773,310,453,1,1248.49,5
774,310,282,1,1089.0,0
775,310,136,3,404.99,10
776,310,370,1,1071.99,15
777,310,69,1,233.95,15
778,311,321,2,1947.99,5
779,312,386,1,184.0,5
780,312,203,1,138.49,15
781,312,80,1,177.99,0
782,312,229,1,259.49,10
783,313,91,3,276.95,5
784,314,207,2,1430.99,5
785,314,52,3,63.49,5
786,314,371,1,314.99,0
787,315,74,4,14.99,5
788,316,363,1,1713.49,0
789,316,44,2,1778.99,0
790,317,322,1,849.49,0
791,317,279,2,382.95,0
792,317,64,4,474.99,0
793,318,147,4,1608.0,5
794,318,116,2,1506.95,5
795,319,183,1,933.99,15
796,319,40,1,1242.95,0
797,319,316,1,188.0,0
798,319,171,1,1273.95,0
799,319,61,1,1360.99,10
800,320,256,2,42.99,15
801,321,399,1,671.0,10
802,321,336,5,860.95,10
803,321,76,1,244.49,0
804,321,164,3,1328.49,0
805,321,200,1,131.49,0
806,322,309,3,273.0,5
807,322,407,1,1090.99,0
808,322,326,2,1046.99,5
809,322,171,2,1273.95,10
810,322,71,1,190.99,5
811,323,2,1,882.99,10
812,324,435,3,402.99,0
813,324,444,2,350.49,10
814,325,493,2,1361.99,0
815,326,38,2,659.49,0
816,326,245,1,638.0,0
817,326,429,1,302.49,0
818,327,271,2,1116.49,0
819,328,452,2,170.95,5
820,329,284,4,1919.95,5
821,329,365,3,131.49,0
822,329,425,1,23.99,15
823,329,133,2,11.95,15
824,330,382,5,407.0,5
825,331,195,1,190.0,0
826,331,85,1,1051.49,0
827,332,278,1,324.49,0
828,333,138,1,105.99,5
829,334,183,1,933.99,0
830,334,385,1,302.99,10
831,335,258,1,293.99,5
832,335,52,1,63.49,5
833,335,414,4,304.99,0
834,335,397,1,1143.95,0
835,336,394,5,33.95,5
836,336,368,5,1623.99,5
837,336,83,2,268.99,10
838,337,21,1,87.99,0
839,337,457,2,228.49,0
840,337,365,1,131.49,5
841,337,397,2,1143.95,10
842,337,350,1,82.95,10
843,338,83,1,268.99,0
844,338,35,3,230.49,0
845,338,144,5,2989.99,15
846,338,296,3,250.49,0
847,338,187,4,682.99,15
848,339,470,1,317.49,10
849,339,349,5,127.99,0
850,339,67,2,495.99,5
851,339,226,1,1389.99,10
852,340,80,1,177.99,0
853,340,437,2,252.95,10
854,341,461,1,164.99,0
855,341,419,1,96.99,15
856,341,239,1,425.0,0
857,342,244,2,1104.99,5
858,342,59,4,415.95,0
859,342,143,1,1382.99,5
860,343,110,5,178.0,5
861,343,28,1,1023.0,5
862,343,109,1,462.49,0
863,343,445,1,94.99,0
864,343,12,3,1493.49,10
865,344,462,1,709.0,15
866,345,402,5,211.49,0
867,345,83,4,268.99,5
868,346,297,1,1990.0,15
869,346,316,4,188.0,5
870,346,75,3,1306.95,0
871,347,497,2,856.49,0
872,348,297,1,1990.0,15
873,348,50,1,296.99,5
874,348,19,1,294.99,0
875,349,155,1,149.49,10
876,349,460,1,43.0,0
877,350,499,1,1573.49,15
878,350,392,2,71.99,0
879,351,349,1,127.99,5
880,351,224,4,1445.99,10
881,351,325,5,635.99,10
882,352,320,1,88.49,0
883,352,475,2,2095.0,0
884,352,279,1,382.95,0
885,353,64,5,474.99,15
886,353,180,1,1589.99,10
887,354,138,2,105.99,0
888,354,451,4,1834.95,15
889,355,405,1,1196.49,10
890,356,124,2,66.99,0
891,356,285,1,72.99,15
892,356,499,1,1573.49,15
893,356,201,1,128.49,5
894,356,99,1,31.99,0
895,357,402,3,211.49,15
896,357,201,3,128.49,0
897,357,432,1,120.49,0
898,358,279,1,382.95,0
899,358,472,3,147.49,0
900,358,498,2,1002.0,5
901,359,126,3,132.95,10
902,359,372,3,967.49,5
903,360,475,2,2095.0,0
904,361,107,3,249.49,0
905,361,201,2,128.49,5
906,361,52,1,63.49,0
907,361,252,4,1887.49,5
908,362,324,1,277.49,15
909,362,311,5,259.99,0
910,362,438,2,168.49,5
911,363,12,2,1493.49,10
912,364,43,3,131.99,15
913,365,151,3,415.99,0
914,365,240,2,189.95,0
915,366,407,3,1090.99,0
916,367,418,1,247.99,0
917,367,164,1,1328.49,0
918,367,319,4,162.49,10
919,368,450,5,843.49,0
920,368,331,1,357.95,0
921,368,487,1,466.49,10
922,369,63,2,1376.49,5
923,369,5,1,1921.95,5
924,369,164,1,1328.49,0
925,370,367,4,129.99,10
926,370,312,2,193.49,5
927,371,26,3,1284.99,0
928,372,197,2,106.99,0
929,372,122,2,99.0,10
930,373,271,1,1116.49,0
931,373,21,2,87.99,10
932,374,161,2,1025.49,0
933,374,253,2,449.99,0
934,375,423,1,116.99,0
935,376,462,3,709.0,10
936,377,57,1,1641.95,0
937,377,25,2,1306.99,10
938,377,485,1,1880.95,5
939,378,300,4,206.99,15
940,379,339,5,986.49,0
941,379,251,3,374.99,0
942,380,338,1,1101.0,0
943,380,332,5,132.49,0
944,380,377,1,237.95,0
945,380,439,3,1889.49,0
946,381,484,3,58.0,5
947,381,160,3,91.95,0
948,382,400,1,162.95,0
949,382,205,1,1033.95,0
950,383,124,2,66.99,0
951,383,9,2,1431.99,5
952,383,458,1,2901.99,0
953,384,171,1,1273.95,0
954,384,28,1,1023.0,0
955,385,312,2,193.49,0
956,386,19,2,294.99,0
957,387,202,1,1161.99,10
958,387,52,2,63.49,0
959,388,2,1,882.99,5
960,389,86,4,171.99,0
961,389,96,1,120.99,0
962,389,171,1,1273.95,0
963,390,299,2,95.0,0
964,390,1,1,915.0,5
965,390,251,1,374.99,0
966,390,448,2,101.95,10
967,390,127,3,1000.49,0
968,391,250,1,107.99,0
969,392,462,1,709.0,5
970,392,432,3,120.49,0
971,392,306,5,1085.0,10
972,392,248,2,1470.99,0
973,393,100,1,41.99,0
974,393,472,1,147.49,5
975,393,489,2,859.49,15
